target_lastauthor_year,sensitivity,include,how_close,status,academic_year,subfield,target_year,stanford_internal,open_data,open_materials,target_on_turk,replication_on_turk,within_between,single_vignette,repeated_measure,target_N,target_raw_stat,same_dir,replication_N,replication_raw_stat,replicated_instructor_code,replicated_report_code,adjudicated_replication_code,target_df_1,target_df_2,target_tstat,target_fstat,target_p_calc,target_d_calc,target_d_calc_se,target_N_calc,target_ES,target_SE,rep_df_1,rep_df_2,rep_tstat,rep_fstat,rep_p_calc,rep_d_calc,rep_d_calc_se,rep_N_calc,rep_ES,rep_SE,predInt,predInt_from_d,p_orig,p_orig_from_d,predInt_with_tau,p_orig_with_tau,sub_rep
metaxa-kakavouli2018,exp,stats,exact,done,2020-2021,non-psych,2018,yes,no,no,yes,yes,between,1,1,110,t(108)=3.47,yes,98,t(50)=2.68,0.5,0.5,NA,NA,108,3.47,NA,7.490246643891809e-4,0.6617030369364411,0.03835386776859504,110,NA,NA,NA,50,2.68,NA,0.00994269297968994,0.7432982629418071,0.08223550295857988,52,NA,NA,TRUE,TRUE,0.3685340025893509,0.3685340025893509,TRUE,0.7213342799571749,0.5
najemnik2005,NA,exp,close,done,2022-2023,cognitive,2005,no,no,no,no,no,within,0,192,2,NA,NA,2,NA,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
nook2017,exp,stats,close,done,2020-2021,other-psych,2017,no,no,no,yes,yes,within,0,60,107,t(106)=7.71,yes,56,t(1101.9)=3.5641,0.75,0.5,0.75,NA,106,7.71,NA,7.183322859504081e-12,0.7453538330542065,0.039979216525460735,107,NA,NA,NA,1101.9,3.5641,NA,3.807394241151811e-4,0.10732028379147945,0.0036320235938494348,1102.9,NA,NA,FALSE,FALSE,0,0,FALSE,0.0028430353258639407,0.75
obrien2015,NA,stats,close,done,2017-2018,social,2015,no,no,no,yes,yes,between,1,1,224,"MSD4:m1=6.90(3.57),m2=5.03(3.43),m3=3.45(2.74),m4=4.63(2.97)",no,148,"MSE4:m1=4.8(.6),m2=5.5(.6),m3=3.8(.5),m4=3.7(.5)",0,0,NA,222,NA,14.328696262301017,NA,2.0791975348079446e-33,0.9595204720176548,0.01991223110763612,NA,3.05,0.21285956127247868,146,NA,-2.927166891540173,NA,0.0039689311852333055,-0.2414286561133827,0.027223945256732142,NA,-0.7999999999999998,0.27330180671012844,FALSE,FALSE,0,0,FALSE,1.6380525158510295e-8,0
paxton2012,NA,stats,close,done,2019-2020,cognitive,2012,no,no,no,yes,yes,between,0,3,92,t(90)=2.03,no,82,t(80)=-0.35568,0,0,NA,NA,90,2.03,NA,0.04530897160102231,0.42328426053586177,0.04445200850661626,92,NA,NA,NA,80,0.35568,NA,0.7230163889413335,-0.07855657038860284,0.048818116675312315,82,NA,NA,FALSE,FALSE,2.930988785010413e-14,2.930988785010413e-14,FALSE,0.02262541846728383,0
piff2012,NA,exp,exact,done,2012-2013,social,2012,no,no,no,yes,yes,between,1,1,90,t(84)=-2.34,yes,84,NA,0.5,0,0,NA,84,2.34,NA,0.021655970697692862,0.5046573785920917,0.047992320173066524,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
proudfoot2015,NA,stats,close,done,2015-2016,non-psych,2015,no,no,no,yes,yes,between,1,1,80,"F(1,78)=75.02",yes,84,"F(1,82)=76.959",1,1,NA,1,78,NA,75.02,4.901397477433842e-13,1.9367498547824908,0.07344375,80,NA,NA,1,82,NA,76.959,2.03963080148808e-13,1.9143443487821847,0.0694328231292517,84,NA,NA,TRUE,TRUE,0.8245585674291114,0.8245585674291114,TRUE,0.9234109405280824,1
santello1998,NA,exp,far,done,2021-2022,other-psych,1998,no,no,no,no,no,within,0,285,5,NA,NA,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
savani2012,NA,stats,close,done,2012-2013,social,2012,no,no,no,yes,yes,between,0,10,48,t(42)=2.29,yes,51,t(44)=.03,0,0,NA,NA,42,2.29,NA,0.02711074606481743,0.6904609790830787,0.09632654958677686,44,NA,NA,NA,44,0.03,NA,0.9762027197024896,0.008846517369293828,0.08695737240075614,46,NA,NA,FALSE,FALSE,1.500812041310695e-7,1.500812041310695e-7,FALSE,0.0057602492973423125,0
schaerer2015,NA,stats,exact,done,2015-2016,social,2015,no,no,no,yes,yes,between,1,1,288,"MSD2:m1=4.57(1.74),m2=7.61(5.33)",yes,143,"MSD2:m1=4.79(2.50),m2=7.58(3.44)",1,1,NA,286,NA,-12.990098254016049,NA,1.2189256263051874e-30,0.766781255346328,0.01490964148185849,NA,3.04,0.2340244038616218,141,NA,-11.05658291858582,NA,7.479842118007347e-21,0.927847827173882,0.030982173392976552,NA,2.79,0.2523383599204131,TRUE,FALSE,0.4675821312522608,2.806725995840864e-6,TRUE,0.44910644772579067,1
vasilyeva2018,NA,stats,close,done,2021-2022,cognitive,2018,no,no,no,yes,yes,within,0,4,182,"F(1,178)=163.22",yes,13,"F(1,9)=24.167",1,1,NA,1,178,NA,163.22,6.0390587966502245e-27,0.9575835692694562,0.024769350811485645,180,NA,NA,1,9,NA,24.167,8.291670388170297e-4,1.63866476810305,0.48569191919191923,11,NA,NA,TRUE,TRUE,0.16137244747294854,0.16137244747294854,TRUE,0.19853997635040121,1
yeshurun2003,NA,stats,close,done,2019-2020,cognitive,2003,no,no,no,no,no,within,0,864,18,"F(1,17)=8.01",no,10,"F(1,9)=2.061",0,0,NA,1,17,NA,8.01,0.011546984948063777,0.6864229531332962,0.22292569659442724,19,NA,NA,1,9,NA,2.061,0.18493981368621726,-0.47853944456021597,0.37404545454545457,11,NA,NA,FALSE,FALSE,0.0074643843673953825,0.0074643843673953825,FALSE,0.01596221456412783,0
atir2015,NA,stats,exact,done,2015-2016,social,2015,no,no,yes,yes,yes,between,1,1,202,t(199)=13.07,yes,53,t(49)=6.112962,1,1,NA,NA,199,13.07,NA,1.3723749209460541e-28,1.843773439854376,0.028356966411722483,201,NA,NA,NA,49,6.112962,NA,1.5671954926466955e-7,1.711971788604006,0.10716517063701961,51,NA,NA,TRUE,TRUE,0.23445074984720615,0.23445074984720615,TRUE,0.5788661373444872,1
belding2015,NA,stats,exact,done,2021-2022,social,2015,no,no,yes,yes,yes,between,1,1,327,"MSD2:m1=3.95(1.55),m2=3.51(1.74)",yes,292,"MSE2:m1=4.28(.207),m2=4.14(.215)",0,0,NA,325,NA,4.82139330588847,NA,2.193306908518855e-6,0.2670322779257044,0.012341446846260231,NA,0.4400000000000004,0.09125992676486672,290,NA,0.9397883330380159,NA,0.3481082503877051,0.05509136774843255,0.013703827155480124,NA,0.14000000000000057,0.14896971485848118,TRUE,FALSE,0.08593857771057456,0,TRUE,0.3147172387960109,0
brown-iannuzzi2017_1,NA,stats,close,done,2016-2017,social,2017,no,yes,yes,yes,yes,within,1,2,234,"MCI2:m1=2.95[2.78,3.13],m2=3.80[3.65,3.96]",yes,43,"MCI2:m1=3.42[2.98,3.86],m2=3.98[3.62,4.34]",1,1,NA,233,NA,-14.283803849200508,NA,1.145159834365832e-33,0.9357631032575378,0.018965069626961917,NA,0.8499999999999996,0.059507958032311944,42,NA,-3.9081491959299512,NA,3.32641436197561e-4,0.6030405130836473,0.09725183558628125,NA,0.56,0.14329033307715036,TRUE,FALSE,0.06161040179975341,7.851064269555064e-4,TRUE,0.15188532718919,1
brown-iannuzzi2017_2,exp,stats,close,done,2019-2020,social,2017,no,yes,yes,yes,yes,within,1,2,229,"MCI2:m1=4.54[4.41,4.66],m2=3.41[3.24,3.58]",yes,29,"F(1,56)=16.72",1,1,NA,228,NA,21.03860991832778,NA,2.499040780474891e-55,1.3933159792247352,0.021705959427866774,NA,1.13,0.05371077292590518,1,56,NA,16.72,1.3989018176755721e-4,0.5464168999687222,0.07153940886699507,58,NA,NA,FALSE,FALSE,0,0,FALSE,1.4511668300243308e-4,1
cao2019,NA,stats,very close,done,2020-2021,social,2019,no,yes,yes,yes,yes,between,1,1,348,"F(1,344)=84.58",yes,36,"F(1,32)=7.4",1,1,NA,1,344,NA,84.58,3.6251720312700684e-18,0.9888394552241998,0.012973704433826722,346,NA,NA,1,32,NA,7.4,0.010455643601902105,0.9330531792422753,0.13044982698961938,34,NA,NA,TRUE,TRUE,0.6704386271405358,0.6704386271405358,TRUE,0.8217106249377744,1
chopra2019,NA,stats,exact,done,2021-2022,cognitive,2019,yes,yes,yes,yes,yes,within,0,5,202,"pear:r=-.75,n=505",yes,20,"pear:r=-0.5293166,n=50",1,1,NA,NA,NA,NA,NA,1.370257650507804e-92,2.2677868380553634,0.013012729844413012,NA,2.2677868380553634,0.013012729844413012,NA,NA,NA,NA,5.782517894285434e-5,1.2477637592561677,0.09556914398913084,NA,1.2477637592561677,0.09556914398913084,FALSE,FALSE,0,0,FALSE,1.0149852444740759e-5,1
craig2014,exp,stats,exact,done,2021-2022,social,2014,yes,yes,yes,yes,yes,between,1,1,170,"MSE2:m1=.15(.06),m2=-.08(.06)",yes,114,"MSD2:m1=.271(3.51),m2=-.721(3.82)",0,0,NA,168,NA,5.437262431713477,NA,1.8801400529409817e-7,0.41825095628565206,0.024043923124805477,NA,0.22999999999999998,0.04230069872266929,112,NA,2.874675782522519,NA,0.004841252437516128,0.2704267498455881,0.03540846766242126,NA,0.992,0.345082393649806,FALSE,FALSE,0.02839664236058015,5.527297424683386e-4,TRUE,0.4903546288439715,0
franke2016,no,pred_int,exact,done,2020-2021,non-psych,2016,yes,yes,yes,yes,yes,within,0,66,51,bseb=1.28(.12),yes,48,bse:b=.53003(.11921),1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,0.12,NA,NA,NA,NA,NA,NA,NA,NA,0.53003,0.11921,FALSE,NA,9.258173726545138e-6,NA,NA,NA,1
greenberg2016,NA,stats,exact,done,2017-2018,non-psych,2016,no,yes,yes,yes,yes,between,0,11,101,t(96)=2.310,yes,28,t(23)=2.233483,0,1,1,NA,96,2.31,NA,0.023030280273431243,0.4666904755831214,0.04192755102040816,98,NA,NA,NA,23,2.233483,NA,0.03553278574600112,0.8933932,0.1759630281961248,25,NA,NA,FALSE,FALSE,0.018328330492312972,0.018328330492312972,TRUE,0.12367708278902989,1
haimovitz2016_1,NA,stats,exact,done,2017-2018,social,2016,yes,no,yes,yes,yes,between,1,1,132,t(131)=3.246,no,97,t(93)=-1.93,0,0,NA,NA,131,3.246,NA,0.0014860289205712617,0.5629277922150586,0.031266495109955335,133,NA,NA,NA,93,1.93,NA,0.056654175114646814,-0.3960276439048695,0.04293072576177285,95,NA,NA,FALSE,FALSE,0,0,FALSE,9.552143167557148e-6,0
haimovitz2016_2,NA,stats,very close,done,2021-2022,social,2016,yes,no,yes,yes,yes,between,1,1,132,t(131)=3.246,yes,115,t(113)=-1.9291,0.5,0.5,NA,NA,131,3.246,NA,0.0014860289205712617,0.5629277922150586,0.031266495109955335,133,NA,NA,NA,113,1.9291,NA,0.05622633678160618,0.3597790051152779,0.03534539535879017,115,NA,NA,FALSE,FALSE,1.6704834329583917e-5,1.6704834329583917e-5,TRUE,0.3452522179841817,0.5
heck2020,NA,stats,exact,done,2020-2021,non-psych,2020,no,yes,yes,yes,yes,within,1,3,301,t(300)=4.77,yes,104,t(103)=0.64468,0.5,0.25,0.25,NA,300,4.77,NA,2.8797384765934986e-6,0.27493822924492006,0.013414603039701548,301,NA,NA,NA,103,0.64468,NA,0.520567835597779,0.06321607500044225,0.03848075130835799,104,NA,NA,FALSE,FALSE,2.042915137057122e-7,2.042915137057122e-7,TRUE,0.32230260197283433,0.25
hernandez2021,no,pred_int,exact,done,2022-2023,social,2021,no,no,yes,yes,yes,between,1,1,199,"bci:b=.32[.19,.45]",yes,136,"bci:b=.457207[0.1531628,0.7612499]",1,0.75,1,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.0663265306122449,NA,NA,NA,NA,NA,NA,NA,NA,0.457207,0.15512426020408165,TRUE,NA,0.41605991648101237,NA,NA,NA,1
hopkins2016,NA,pred_int,very close,done,2019-2020,cognitive,2016,no,yes,yes,yes,yes,between,0,12,147,"bci:b=0.21[0.02,0.42]",yes,93,"bci:b=0.14[-0.18,0.47]",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.1020408163265306,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.16581632653061223,TRUE,NA,0.7191980154641187,NA,NA,NA,0
huh2016,NA,stats,exact,done,2017-2018,other-psych,2016,no,yes,yes,yes,yes,within,0,10,101,"MSD2:m1=3.48(.81),m2=2.86(.90)",yes,55,"MSD2:m1=3.57(.72),m2=2.86(.87)",1,1,NA,100,NA,7.2414392302474395,NA,9.33412413230199e-11,0.724143923024744,0.0421999228774934,NA,0.6200000000000001,0.08561833915698203,54,NA,6.533773071005875,NA,2.3509275718249278e-8,0.8891338955056576,0.07991417349215514,NA,0.71,0.10866615541802026,TRUE,TRUE,0.5153330517592507,0.06789928440956605,TRUE,0.47049262851234275,1
jakesch2019,NA,pred_int,exact,done,2019-2020,non-psych,2019,no,yes,yes,yes,yes,mixed,0,10,108,bseb=-4.976(2.028),yes,110,bseb=-2.63845(1.747710),0.5,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,4.976,2.028,NA,NA,NA,NA,NA,NA,NA,NA,2.63845,1.74771,TRUE,NA,0.38258675885921556,NA,NA,NA,0.25
jara-ettinger2022,NA,pred_int,exact,done,2022-2023,cognitive,2022,no,no,yes,yes,yes,between,0,1,144,rawprop:99/144,yes,147,rawprop:91/147,0.5,0.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.6875,0.03862603378695657,NA,NA,NA,NA,NA,NA,NA,NA,0.6190476190476191,0.04005333726225781,TRUE,NA,0.21862698614205822,NA,NA,NA,0.5
jordan2017_1,no,stats,exact,done,2018-2019,other-psych,2017,no,yes,yes,yes,yes,between,0,4,451,"MSD2:m1=32.07(15.93),m2=36.15(15.37)",yes,338,"MSD2:m1=34.6(20.6),m2=36.1(15.8)",0,0.9,0.5,449,NA,-5.529458209641731,NA,5.460155454159075e-8,0.2606611597550196,0.008944505809539725,NA,4.079999999999998,0.7378661426332316,336,NA,-1.5,NA,0.13455342556918537,0.0817102066054265,0.011844196091514055,NA,1.5,1,FALSE,FALSE,0.03789132927975847,0,TRUE,0.3953100724469796,0.5
jordan2017_2,NA,stats,exact,done,2018-2019,other-psych,2017,no,yes,yes,yes,yes,between,0,4,457,"MSD2:m1=34.35(13.76),m2=46.62(14.01)",yes,300,"MSD2:m1=35.45(19.04),m2=51.97(17.23)",1,1,NA,455,NA,-18.86963510100201,NA,4.344215988761771e-59,0.8836516252661195,0.00960704616502785,NA,12.269999999999996,0.6502510480103793,298,NA,-15.732146239926584,NA,5.129860656313566e-41,0.9098135082426083,0.014712934366301205,NA,16.519999999999996,1.0500792293726535,FALSE,TRUE,5.795825441450297e-4,0.1365237331275928,TRUE,0.9011992434684803,1
kiyonaga2014,NA,stats,close,done,2014-2015,cognitive,2014,no,no,yes,yes,yes,within,0,216,35,"MSD2:m1=677(146),m2=761(186)",yes,32,"MSD2:m1=525(96),m2=610(109.1)",1,0.5,0.75,34,NA,-2.929417210131471,NA,0.006026290576565911,0.5023909068296628,0.117891380332359,NA,84,28.674645492449372,31,NA,-4.605534595719339,NA,6.631392046700431e-5,0.8271784320589326,0.13569100247599178,NA,85,18.456055042774864,TRUE,TRUE,0.9766054945753007,0.07078184207276794,TRUE,0.2400107748541047,0.75
korman2020,NA,exp,very close,done,2020-2021,cognitive,2020,no,yes,yes,yes,yes,within,0,44,51,NA,yes,24,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
kupor2015,NA,stats,very close,done,2015-2016,social,2015,no,no,yes,yes,yes,between,1,3,101,t(99)=2.29,yes,160,t(152.0000)=1.253,0,0,NA,NA,99,2.29,NA,0.02414349371872333,0.4557270331161751,0.04063211449857857,101,NA,NA,NA,152,1.253,NA,0.2121298335999196,0.20193923478476028,0.026106426800472256,154,NA,NA,FALSE,FALSE,1.481620921506277e-7,1.481620921506277e-7,TRUE,0.2388892308920636,0
levine2020,exp,pred_int,very close,done,2020-2021,cognitive,2020,no,no,yes,yes,yes,between,0,1,608,"prop231/304,134/304",yes,51,"prop:19/26,14/25",0.5,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0.319078947368421,0.03756409072789969,NA,NA,NA,NA,NA,NA,NA,NA,0.17076923076923067,0.13199673103909365,TRUE,NA,0.27984067182986516,NA,NA,NA,0.25
lewis2015,NA,stats,close,done,2015-2016,social,2015,no,no,yes,yes,yes,between,1,1,122,"F(1,115)=7.497",yes,126,"F(1,93)=0.833",0.5,0,0.25,1,115,NA,7.497,0.007163871105479144,0.5062683994757052,0.03528336620644313,117,NA,NA,1,93,NA,0.833,0.3637664257425992,0.18727969513678283,0.04228986149584488,95,NA,NA,FALSE,FALSE,6.963268184279059e-9,6.963268184279059e-9,TRUE,0.14175081347998453,0.25
lin2018,exp,stats,very close,done,2019-2020,social,2018,no,yes,yes,yes,yes,within,0,360,82,t(81)=7.47,yes,19,t(18)=2.5782,1,1,NA,NA,81,7.47,NA,8.238065297711525e-11,0.8249234997791036,0.052929870612730516,82,NA,NA,NA,18,2.5782,NA,0.01894716984699441,0.5914796450650822,0.21973284659279776,19,NA,NA,TRUE,TRUE,0.3016714962383644,0.3016714962383644,TRUE,0.44925413085433563,1
luttrell2019,NA,exp,very close,cannot tell direction in rep,2022-2023,social,2019,no,yes,yes,yes,yes,between,1,1,415,t(410)=-3.34,NA,46,t(41)=-0.029,0,0,NA,NA,410,3.34,NA,9.144932874504544e-4,0.3290999789068739,0.009840178150626825,412,NA,NA,NA,41,0.029,NA,0.9770052956387344,NA,0.09302416549486209,43,NA,NA,NA,NA,NA,NA,NA,NA,0
minson2020,NA,pred_int,close,done,2020-2021,non-psych,2020,no,yes,yes,yes,yes,between,1,1,327,bse:b=-.27(.08),no,79,bseb=.06(.13),0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.08,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.13,FALSE,NA,0.03062574000295215,NA,NA,NA,0
nekmat2019,NA,stats,far,done,2017-2018,social,2019,no,no,yes,no,no,between,1,1,208,"MSD2:m1=5.44(1.21),m2=4.02(1.41)",yes,58,"MSD2:m1=2.48(1.17),m2=2.32(1.20)",0,0,NA,206,NA,15.550363336453557,NA,1.3861509885698584e-36,1.0808249664917438,0.02203890050046125,NA,1.4200000000000008,0.09131619430854074,56,NA,1.019305269225137,NA,0.31244160166966684,0.13501028108155896,0.06912265324135967,NA,0.16000000000000014,0.15696965848281166,FALSE,FALSE,3.966382777775834e-12,0,FALSE,2.071996928587616e-5,0
oh2019,NA,exp,exact,done,2020-2021,social,2019,no,yes,yes,yes,yes,within,0,200,30,NA,yes,27,"F(1,11)=16.879",1,0.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,16.879,0.0017344700393606448,1.238731022237897,0.3667097902097902,13,NA,NA,NA,NA,NA,NA,NA,NA,1
okan2018,NA,stats,very close,done,2020-2021,cognitive,2018,no,no,yes,yes,yes,between,1,1,611,"MSD4:m1=2.62(1.62),m2=5.26(1.82),m3=2.72(1.67),m4=4.41(2.21)",yes,81,"MSD4:m1=3.26(1.91),m2=5.40(1.59),m3=3.67(2.00),m4=4.67(2.06)",0.25,0.75,0.75,609,NA,-12.863346369770218,NA,1.1397905096282773e-33,0.5208216708566404,0.00676862128709812,NA,0.9499999999999993,0.07385325503109884,79,NA,-5.422867966032865,NA,6.209940702940164e-7,0.6062950702527754,0.05165181303835072,NA,1.1400000000000006,0.21022086599574266,TRUE,TRUE,0.3938144446344449,0.10084483030441582,TRUE,0.692811146724464,0.75
okeefe2018,NA,stats,close,done,2020-2021,social,2018,yes,yes,yes,yes,yes,within,1,2,141,"F(1,137)=7.46",yes,74,"F(1,70)=2.4602",0,0,NA,1,137,NA,7.46,0.007139109969744878,0.23335071190061868,0.028972850916347215,139,NA,NA,1,70,NA,2.4602,0.12127360757161529,0.1874719026566762,0.05579962301587301,72,NA,NA,TRUE,TRUE,0.4655704329020314,0.4655704329020314,TRUE,0.8342206171886943,0
peer2022,exp,stats,exact,done,2021-2022,other-psych,2022,no,no,yes,yes,yes,between,0,7,500,"MSD2:m1=5.87(1.0),m2=4.55(1.9)",yes,235,"MSD2:m1=6.26(1.41),m2=4.57(2.47)",1,0.5,0.75,498,NA,19.421766977748472,NA,5.747762602062024e-63,0.8694376969591954,0.00875592190889371,NA,1.3200000000000003,0.06796497978337011,233,NA,12.854707926894749,NA,6.107728450633662e-29,0.8403385456509254,0.01852376355597173,NA,1.6899999999999995,0.13146934256391501,FALSE,TRUE,0.012418183364391266,0.15553835275486216,TRUE,0.8903095439300959,0.75
petersen2017,NA,pred_int,exact,done,2018-2019,social,2017,no,yes,yes,yes,yes,between,0,8,600,"bci:b=.34[.10,.61]",yes,224,bseb=0.3661(0.2423),0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.13010204081632654,NA,NA,NA,NA,NA,NA,NA,NA,0.3661,0.2423,TRUE,NA,0.9243924334507949,NA,NA,NA,0
pilditch2019,NA,stats,exact,done,2019-2020,cognitive,2019,no,yes,yes,yes,yes,between,0,4,193,"MSD2:m1=2.928737(1.319933),m2=2.06(1.509039)",yes,58,"MSD2:m1=3.166667(1.163531),m2=1.821429(1.685270)",0.5,0.5,NA,191,NA,8.491259971467766,NA,5.663475824208526e-15,0.6128039037857511,0.021698260685220353,NA,0.8687369999999999,0.1023095515764586,56,NA,7.0135916893281385,NA,3.286441681730732e-9,0.9289729131757601,0.07640509201219188,NA,1.345238,0.19180443624154944,FALSE,FALSE,0.02838171797399669,6.872591274031947e-5,TRUE,0.15906912570455,0.5
porter_2016_1,NA,exp,close,done,2016-2017,social,2016,no,yes,yes,yes,yes,between,1,1,145,NA,NA,168,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
porter_2016_2,NA,stats,close,done,2016-2017,social,2016,no,yes,yes,yes,yes,between,1,1,88,t(86)=2.89,yes,119,t(117)=3.93,1,1,NA,NA,86,2.89,NA,0.004875186430440852,0.6161500702677142,0.04761159607438017,88,NA,NA,NA,117,3.93,NA,1.4424108203613126e-4,0.7205250186641742,0.03579477438034037,119,NA,NA,TRUE,TRUE,0.07973052007866555,0.07973052007866555,TRUE,0.6325362510557353,1
porter_2016_3,NA,stats,exact,done,2018-2019,social,2016,no,yes,yes,yes,yes,between,1,1,118,"MSD2:m1=4.90(0.99),m2=4.33(.90)",yes,78,"MSD2:m1=5.45(0.89),m2=4.83(1.28)",0.5,1,1,116,NA,6.51694623541534,NA,1.9351246473591056e-9,0.6024918925956928,0.03543642576543873,NA,0.5700000000000003,0.0874642784226795,76,NA,4.935194090589316,NA,4.611889016594522e-6,0.562417563503757,0.05330970202395835,NA,0.6200000000000001,0.12562829113088952,TRUE,TRUE,0.7439449503987339,0.5312925121050431,TRUE,0.8551605438627281,1
porter_2016_4,NA,stats,exact,done,2018-2019,social,2016,no,yes,yes,yes,yes,between,1,1,88,t(86)=2.89,yes,87,t(82.92)=0.65,0,0,NA,NA,86,2.89,NA,0.004875186430440852,0.6161500702677142,0.04761159607438017,88,NA,NA,NA,82.92,0.65,NA,0.5174889924381422,0.14107119965671933,0.04722033139055926,84.92,NA,NA,FALSE,FALSE,1.3933298959045715e-12,1.3933298959045715e-12,FALSE,0.031155857953215627,0
porter_2016_5,NA,stats,very close,done,2018-2019,social,2016,no,yes,yes,yes,yes,between,1,1,145,"F(1,121)=8.67",yes,126,"F(1,112)=3.9020",0,0,NA,1,121,NA,8.67,0.0038799995605215557,0.5309907904212606,0.033666468372000796,123,NA,NA,1,112,NA,3.902,0.050688650449344515,0.3700165951707496,0.03568821175746383,114,NA,NA,FALSE,FALSE,0.0010342641670972874,0.0010342641670972874,TRUE,0.45539977031536116,0
rogers2017,NA,pred_int,very close,done,2019-2020,social,2017,no,no,yes,yes,yes,between,1,1,155,bseb=.04(.34),yes,152,bseb=0.04378(0.35011),1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.34,NA,NA,NA,NA,NA,NA,NA,NA,0.04378,0.35011,TRUE,NA,0.9938201547834005,NA,NA,NA,1
rottman2019,NA,stats,exact,done,2019-2020,other-psych,2019,no,yes,yes,yes,yes,within,0,16,177,"MSD2:m1=14.605(20.395),m2=4.185(16.060)",yes,157,"MSD2:m1=11.5(17.9),m2=4.48(17.3)",0.5,0.75,0.5,176,NA,7.530917464349177,NA,2.5262505783261142e-12,0.5676642626450207,0.023509160212102583,NA,10.420000000000002,1.3836295576637951,156,NA,4.981081653541206,NA,1.660629569984214e-6,0.39880570456697195,0.025984222898073756,NA,7.02,1.4093324479050175,TRUE,FALSE,0.08515763797296172,1.4434661013140726e-6,TRUE,0.4277062466486701,0.5
rychlowska2017,exp,pred_int,very close,done,2017-2018,other-psych,2017,no,no,yes,yes,yes,within,0,75,73,rawprop:756/1095,yes,51,rawprop:555/764,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6904109589041096,0.013971388465114016,NA,NA,NA,NA,NA,NA,NA,NA,0.7264397905759162,0.01612796590865384,TRUE,NA,0.09131897838216885,NA,NA,NA,1
scopelliti2015_1,exp,stats,close,done,2015-2016,other-psych,2015,no,no,yes,yes,yes,between,1,1,550,"MSD4:m1=5.28(1.20),m2=4.85(1.36),m3=4.31(1.57),m4=4.52(1.51)",no,124,"MSD4:m1=5.25(.886),m2=5(1.25),m3=4.5(1.37),m4=4.32(1.38)",0,0,NA,548,NA,10.83624766193619,NA,6.3424855302444595e-25,0.4624797802714829,0.007467170497418144,NA,0.6400000000000006,0.05906103477572671,122,NA,0.6436379394284701,NA,0.5210183272140112,-0.05803487857025676,0.032271645351333325,NA,-0.07000000000000028,0.10875679588148275,FALSE,FALSE,9.638835285485925e-9,0,FALSE,0.014350405985981585,0
scopelliti2015_2,NA,exp,exact,done,2017-2018,other-psych,2015,no,yes,yes,yes,yes,between,1,1,151,NA,yes,50,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
shah2015,NA,stats,exact,done,2015-2016,non-psych,2015,no,yes,yes,yes,yes,between,1,1,577,"F(1,574)=5.68",yes,387,t(383)=3.065,1,1,NA,1,574,NA,5.68,0.017483629021678906,0.19860625479688307,0.006978684413580246,576,NA,NA,NA,383,3.065,NA,0.0023309284709522276,0.31241372835126446,0.01051636667228875,385,NA,NA,FALSE,FALSE,0,0,TRUE,0.5885322531562422,1
sharif2016,NA,exp,exact,done,2017-2018,cognitive,2016,no,yes,yes,yes,yes,between,1,1,90,NA,yes,90,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
